model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;Postkarte;postkarte_info;postkarte_url;Preis_Postkarte;Foto;logo_id;vorhanden;angekommen;bestellt_am;source_sheet;source_row
PA002;Dragon Wings;PA;Pan Am;Pan Am;BOE-737-400;Boeing 737-400;N406KW;;;N:Clipper Splendid;Clipper Splendid;;;;;Kleinanzeigen Michael;;22;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/18164-pan-am-19968-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/18164-pan-am-19968-b737.html;0,85;https://www.planespotters.net/photo/896241/n406kw-pan-am-boeing-737-4q8;PA_PAA;Wahr;;;Panam;14
PA012;Radscale Models;PA;Pan Am;Pan Am;BOE-747-100;Boeing 747-100;N4704U;;;N:Clipper Belle of the Sea;Clipper Belle of the Sea;;;;;Ebay 360models;https://www.ebay.de/itm/267293388934?autorefresh=true;42;0;;;;;;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Boeing-747-122/7816273/L;PA_PAA;Wahr;2025-06-26;;Panam;15
PA001;JC Wings;PA;Pan Am;Pan Am;BOE-747-SP;Boeing 747SP;N533PA;;;N:Clipper Young America;Clipper Young America;;;;;https://www.modelyletadel.cz/en/;https://www.modelyletadel.cz/en/;47,57;8,6;;U:https://jjpostcards.com/de/ansichtskarten/34064-Pan-American-B747SP.html;;https://jjpostcards.com/de/ansichtskarten/34064-Pan-American-B747SP.html;1,35;https://www.airhistory.net/photo/516777/N529PA;PA_PAA;Wahr;;;Panam;17
PA016;Aeroclassics;PA;Pan Am;Pan Am;CON-CV240;Convair CV-240 Convairliner;N90671;;;;;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376412002783;82,94;26,97;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/13542-pan-american-cv-240.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/13542-pan-american-cv-240.html;1,05;https://www.airliners.net/photo/Pan-American-World-Airways-PAA/Convair-240-2/961390/L;PA_PAA;Wahr;2025-08-05;;Panam;19
PA017;Aeroclassics;PA;Pan Am;Pan Am;CUR-C46;Curtiss-Wright C-46 Commando;N67980;;;I:andere Kennung bei Foto;;;andere Kennung bei Foto;;;MW-Moba;https://mw-moba.de/Produkt/curtiss-c-46-commando-pan-american-world-airways-n67980-aeroclassics-1400/;64,5;5,27;;-;-;;;https://www.floridamemory.com/fpc/reference/rc08957a.jpg;PA_PAA;Wahr;2025-08-08;;Panam;20
PA009;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;N88886;;;N:Clipper Mandarin;Clipper Mandarin;;;;;Ebay aeromini1;https://www.ebay.de/itm/197417277964;54,19;17,86;;U:https://jjpostcards.com/de/ansichtskarten/13755-pan-american-dc-4.html;;https://jjpostcards.com/de/ansichtskarten/13755-pan-american-dc-4.html;1,35;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Douglas-C-54E-Skymaster-DC-4/1212785/L;PA_PAA;Wahr;2025-07-04;;Panam;24
PA010;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;N88934;;;N:Clipper Pride of American;Clipper Pride of American;;;;;Ebay aeromini1;https://www.ebay.de/itm/197417277964;54,19;17,85;;-;-;;;;PA_PAA;Wahr;2025-07-04;;Panam;25
PA018;Gemini Jets;PA;Pan Am;Pan Am;DOU-DC8-30;Douglas DC-8-30;N809PA;;;N:Jet Clipper Great Republic;Jet Clipper Great Republic;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376641810428;35,59;3,87;;U:https://jjpostcards.com/de/ansichtskarten/34072-Pan-American-DC-8.html;;https://jjpostcards.com/de/ansichtskarten/34072-Pan-American-DC-8.html;1,35;https://upload.wikimedia.org/wikipedia/commons/a/ae/N809PA_Douglas_DC-8-32_Pan_American_World_Airways_MAN_21JUL68.jpg;PA_PAA;Wahr;2025-11-05;;Panam;28
PA011;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC8-62;Douglas DC-8-62;N1803;;;N:Clipper Golden Light;Clipper Golden Light;;;;;Ebay BUCHair USA;https://order.ebay.de/ord/show?orderId=04-13231-92834&ssPageName=STRK:MESO:VPS&_trksid=p4429486.m2548.l2673;56,7;46,46;;-;-;;;https://www.jetphotos.com/photo/261236;PA_PAA;Wahr;2025-07-07;;Panam;29
PA015;Dragon Wings;PA;Pan Am;Pan Am;LOC-L049;Lockheed L-049 Constallation;NC88831;;;N:Clipper London;Clipper London;;;;;Alexmodels.cz;alexmodels.cz;32,29;21,18;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;1,35;https://aviadejavu.ru/Images6/HI/HI-35/49-3.jpg;PA_PAA;Wahr;2025-07-21;;Panam;30
PA006;Dragon Wings;PA;Pan Am;Pan Am;LOC-L1011-500;Lockheed L-1011 TriStar 500;N514PA;;;N:Clipper White Falcon;Clipper White Falcon;;;;;MW-MOBA;https://mw-moba.de/Produkt/lockheed-l-1011-385-3-pan-am-n514pa-dragon-wings-55142-1400/;34,5;3,69;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42589-pan-american-tristar.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42589-pan-american-tristar.html;1,35;https://www.planepictures.net/v3/show_en.php?id=276508;PA_PAA;Wahr;2025-05-22;;Panam;32
PA005;Daron;PA;Pan Am;Pan Am;MCD-DC10-10;McDonnell Douglas DC-10-10;N61NA;;;N:Clipper Evening Star;Clipper Evening Star;;;;;Wingsmo;https://www.wingsmo.com/neu-bei-wingsmo/postage-stamp/29443/postage-stamp-pan-am-mcdonnell-douglas-dc-10-1-400-ps5820-5?c=0;28,3;6,69;;U:https://jjpostcards.com/de/ansichtskarten/25759-pan-american-dc-10.html;;https://jjpostcards.com/de/ansichtskarten/25759-pan-american-dc-10.html;1,35;https://www.airhistory.net/photo/19672/N61NA;PA_PAA;Wahr;2025-05-22;;Panam;33
PA020;Apollo;PA;Pan Am;Pan Am;MCD-DC10-30;McDonnell Douglas DC-10-30;N83NA;;;N:Clipper Celstial Empire;Clipper Celstial Empire;;;;;MW-Moba;https://mw-moba.de/Produkt/douglas-dc-10-30-pan-am-n83na-apollo-a13038-1400/;41,04;1,73;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/44472-pan-american-dc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/44472-pan-american-dc-10.html;1,35;https://abpic.co.uk/pictures/view/1106191;PA_PAA;Wahr;2026-01-15;;Panam;34
SK006;Aeroclassics;SK;SAS;SAS;AIB-A319;Airbus A319-100;OY-KBO;;;N:Christian Valdemar Viking;Christian Valdemar Viking;;;;;Ebay krysset_4;https://www.ebay.de/itm/326941696329;38,47;12,27;;U:https://jjpostcards.com/de/ansichtskarten/4501-sas-a319.html;;https://jjpostcards.com/de/ansichtskarten/4501-sas-a319.html;1,05;https://www.planespotters.net/photo/1780713/oy-kbo-sas-scandinavian-airlines-airbus-a319-132;SK_SAS;Wahr;2026-01-23;;SAS;6
SK002;JC Wings;SK;SAS;SAS;AIB-A320-200;Airbus A320-200;OY-KAR;;;N:Vermund Viking;Vermund Viking;;;;;Aviation Center Berlin;https://www.aviation-center-berlin.de/p/JC40249;47,34;14,06;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27072-sas-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27072-sas-a320.html;0,85;https://www.planespotters.net/photo/869467/oy-kar-sas-scandinavian-airlines-airbus-a320-232;SK_SAS;Wahr;2025-07-22;;SAS;7
SK008;Dragon Wings;SK;SAS;SAS;AIB-A330-300-SL;Airbus A330-300 (Sharklets);LN-RKH;;;N:Emund Viking;Emund Viking;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336405864151;25,5;3,41;;U:https://jjpostcards.com/de/ansichtskarten/34783-SAS-A330.html;;https://jjpostcards.com/de/ansichtskarten/34783-SAS-A330.html;1,35;https://www.jetphotos.com/photo/7950061;SK_SAS;Wahr;2026-02-13;;SAS;11
SK003;Gemini Jets;SK;SAS;SAS;BOE-737-700-WL;Boeing 737-700 (Winglets);SE-RJX;;;N:Vagn Viking;Vagn Viking;;;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-737-700-sas-scandinavian-se-rjx-gemini-jets-gjsas1988-1400/;39,27;;;U:https://jjpostcards.com/de/ansichtskarten/41792-SAS-B737.html;;https://jjpostcards.com/de/ansichtskarten/41792-SAS-B737.html;1,35;https://www.planespotters.net/photo/1654130/se-rjx-sas-scandinavian-airlines-boeing-737-76n-wl;SK_SAS;Wahr;2025-05-14;;SAS;21
SK001;Gemini Jets;SK;SAS;SAS;BOM-CRJ900;Bombardier CRJ-900;ES-ACG;;;N:Dvalin Viking;Dvalin Viking;;;;;Ebay;;73,21;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40732-SAS-CRJ-900.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40732-SAS-CRJ-900.html;0,85;https://www.planespotters.net/photo/1608963/es-acg-sas-scandinavian-airlines-bombardier-crj-900lr-cl-600-2d24;SK_SAS;Wahr;;;SAS;29
SK007;Aeroclassics;SK;SAS;SAS;DOU-DC8-50;Douglas DC-8-55;LN-MOH;;;N:Harald Viking;Harald Viking;;;;;Kleinanzeigen Micha;https://www.kleinanzeigen.de/s-anzeige/flugzeugmodell-sas-scandinavian-dc-8-aeroclassics-1-400/3245823809-234-9047;33,66;4,41;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27816-sas-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27816-sas-dc-8.html;2,5;https://image.airport-data.com/aircraft/954767.jpg;SK_SAS;Wahr;2026-01-27;;SAS;38
SK004;Dragon Wings;SK;SAS;SAS;MCD-MD82;McDonnell Douglas MD-82;OY-KHR;;;N:Torkild Viking;Torkild Viking;;;;;MW-MOBA;https://mw-moba.de/Produkt/mcdonnell-douglas-md-82-sas-scandinavian-oy-khr-dragon-wings-55751-1400/;29,5;1,39;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/14195-sas-md-80.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/14195-sas-md-80.html;1,35;https://www.planespotters.net/photo/018107/oy-khr-sas-scandinavian-airlines-mcdonnell-douglas-md-81-dc-9-81;SK_SAS;Wahr;2025-05-14;;SAS;48
SK005;NG Models;SK;SAS;SAS;MCD-MD87;McDonnell Douglas MD-87;OY-KHF;;;N:Ragnar Viking;Ragnar Viking;;;;;Ebay Scaled-Airliners;https://www.ebay.de/itm/226985497592;29;8,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/19600-sas-md-80.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/19600-sas-md-80.html;1,85;https://www.planespotters.net/photo/018007/oy-khf-sas-scandinavian-airlines-mcdonnell-douglas-md-87-dc-9-87;SK_SAS;Wahr;2025-11-06;;SAS;50
TP001;SkyFlight;TP;TAP;TAP;AIB-A321-neo;Airbus A321neo;CS-TXJ;;;N:Bartolomeu de Gusmão;Bartolomeu de Gusmão;;;;;Sky Shop;;85,73;;x;I:andere Kennung | U:https://jjpostcards.com/de/suche?controller=search&s=KPB_81-27;andere Kennung;https://jjpostcards.com/de/suche?controller=search&s=KPB_81-27;1,35;https://www.planespotters.net/photo/1660755/cs-txj-tap-air-portugal-airbus-a321-251nx;TP_TAP;Wahr;;;TAP;9
TP002;NG Models;TP;TAP;TAP Air Cargo;AIB-A330-200-SL;Airbus A330-200 (Sharklets);CS-TOP;;;L:TAP Air Cargo | N:Pedro Nunes;Pedro Nunes;TAP Air Cargo;;;;Ebay bigbird1946;https://www.ebay.de/itm/336405842990;30,55;4,09;;U:https://jjpostcards.com/de/ansichtskarten/40154-TAP-Cargo-A330.html;;https://jjpostcards.com/de/ansichtskarten/40154-TAP-Cargo-A330.html;1,35;https://www.planespotters.net/photo/1169224/cs-top-tap-air-cargo-airbus-a330-202;TP_CAR;Wahr;2026-02-13;;TAP;10
SO002;JC Wings;SO;Sonstige Airlines;Airbus Beluga Transport;AIB-A300-600ST;Airbus A300B4-600ST;F-GSTC;;;I:Beluga #3;;;Beluga #3;;;https://www.flight-shop.de;https://www.flight-shop.de/modelle/jc-wings/scale-1400/12873/jc-wings-airbus-a300-600st-beluga-house-color-3-f-gstc-1-400-modellflugzeug?c=0;69,9;;;U:https://jjpostcards.com/de/ansichtskarten/11160-airbus-transport-international-a300.html;;https://jjpostcards.com/de/ansichtskarten/11160-airbus-transport-international-a300.html;1,35;https://www.planespotters.net/photo/1674549/f-gstc-airbus-beluga-transport-airbus-a300b4-608st;FR_BCO;Wahr;;;Sonstige;5
SO014;NG Models;SO;Sonstige Airlines;Airbus Beluga Transport;AIB-A330-743L;Airbus 330 Beluga XL;F-GXLI;;;I:Beluga XL #3;;;Beluga XL #3;;;MW-MOBA;;40;1,16;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40959-Airbus-Transport-A330-Beluga-XL.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40959-Airbus-Transport-A330-Beluga-XL.html;1,35;https://www.planespotters.net/photo/1734418/f-gxli-airbus-transport-international-airbus-a330-743l-beluga-xl;FR_BCO;Wahr;2025-11-12;;Sonstige;6
