model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;postcards_raw;postkarte_info;postkarte_url;Preis_Postkarte;Foto;Photo_Source_Url;Photo_Image_Url;Photo_Credit;logo_id;vorhanden;angekommen;bestellt_am;Wunsch;Wunsch_Prio;source_sheet;source_row
NG003;Herpa Wings;NG;Lauda Air;Niki;AIB-A320-200;Airbus A320-200;OE-LEA;;;I:Niki;;;Niki;;;Ebay philundines;https://www.ebay.de/itm/146906254865;15;1,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/10051-niki-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/10051-niki-a320.html;1,35;https://www.planespotters.net/photo/373434/oe-lea-niki-airbus-a320-214;https://www.planespotters.net/photo/373434/oe-lea-niki-airbus-a320-214;https://cdn.plnspttrs.net/14338/oe-lea-niki-airbus-a320-214_PlanespottersNet_373434_04b41982cf_o.jpg;Marco Wolf;HG_NLY;Wahr;2025-11-03;;FALSCH;;LaudaAir;4
NG002;Herpa Wings;NG;Lauda Air;Lauda Air;BOE-737-600;Boeing 737-600;OE-LNM;LDA-2004-TIROL;LDA-1990-CLASSIC;I:Lauda Air | N:Innsbruck - Tirol |M:inkl. Gepäckwagen;Innsbruck - Tirol;;Lauda Air;inkl. Gepäckwagen;;Ebay philundines;https://www.ebay.de/itm/146906325011;20,5;2,6;;U:https://jjpostcards.com/de/ansichtskarten/11134-lauda-air-b737.html;;https://jjpostcards.com/de/ansichtskarten/11134-lauda-air-b737.html;1,35;https://www.planespotters.net/photo/1142071/oe-lnm-lauda-air-boeing-737-6z9;https://www.planespotters.net/photo/1142071/oe-lnm-lauda-air-boeing-737-6z9;https://cdn.plnspttrs.net/21943/oe-lnm-lauda-air-boeing-737-6z9_PlanespottersNet_1142071_d9559a97d0_o.jpg;Michael Stappen;NG_LDA;Wahr;2025-11-03;;FALSCH;;LaudaAir;10
NG001;Herpa Wings;NG;Lauda Air;Lauda Air;BOE-777-200;Boeing 777-200;OE-LPA;LDA-1990-CLASSIC;;I:Lauda Air;;;Lauda Air;;;Kleinanzeigen Josef Voß;;18;2,65;;U:https://jjpostcards.com/de/ansichtskarten/17670-lauda-air-b777.html;;https://jjpostcards.com/de/ansichtskarten/17670-lauda-air-b777.html;0,85;https://www.planespotters.net/photo/1012256/oe-lpa-lauda-air-boeing-777-2z9er;https://www.planespotters.net/photo/1012256/oe-lpa-lauda-air-boeing-777-2z9er;https://cdn.plnspttrs.net/33227/oe-lpa-lauda-air-boeing-777-2z9er_PlanespottersNet_1012256_6c9178cab0_o.jpg;PEDRO ARAGÃO;NG_LDA;Wahr;2025-06-23;;FALSCH;;LaudaAir;16
WIS-DY-8;;DY;Norwegian;;BOE-737-800-WL;Boeing 737-800;;;;;;;;;;;;;;x;;;;;;;;;;Falsch;;;WAHR;1;Norwegian;8
PA018;Dragon Wings;PA;Pan Am;Pan Am;AIB-A300-B4;Airbus A300B4;N207PA;;;N:Clipper Panama;Clipper Panama;;;;;Ebay scr4plans7rwq;https://www.ebay.de/itm/116835984188;42,97;40,85;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/4679-pan-american-a300.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/4679-pan-american-a300.html;0,85;https://www.jetphotos.com/photo/10957009;https://www.jetphotos.com/photo/10957009;;;PA_PAA;Wahr;2025-11-10;;FALSCH;;Panam;4
PA008;Dragon Wings;PA;Pan Am;Pan Am;AIB-A310-300;Airbus A310-300;N818PA;;;N:Clipper Morning Star;Clipper Morning Star;;;;;Ebay waffle-collectibles;;21,92;46,78;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/9373-pan-american-a310.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/9373-pan-american-a310.html;0,85;https://www.airhistory.net/photo/481727/N818PA;https://www.airhistory.net/photo/481727/N818PA;;;PA_PAA;Wahr;2025-06-18;;FALSCH;;Panam;6
PA020;Gemini Jets;PA;Pan Am;Pan Am Express;ATR42-300;ATR 42-300;N4201G;;;N:Clipper Commodore | I:Pan Am Express;Clipper Commodore;;Pan Am Express;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297974470055;53,65;8,11;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/11626-pan-am-express-atr-42.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/11626-pan-am-express-atr-42.html;0,85;https://www.planepictures.net/v3/show_en.php?id=695003;https://www.planepictures.net/v3/show_en.php?id=695003;;;RZ_PXX;Wahr;2026-02-27;;FALSCH;;Panam;7
PA003;Dragon Wings;PA;Pan Am;Pan Am;BOE-377;Boeing 377 Stratocruiser;N1025V;;;N:Clipper America;Clipper America;;;;;https://www.modelwereld.eu/en/;https://www.modelwereld.eu/en/;39,95;21;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/28753-pan-american-boeing-377.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/28753-pan-american-boeing-377.html;1,35;https://silodrome.com/wp-content/uploads/2019/08/Pan-Am-Boeing-377-Stratocruiser.jpg;https://silodrome.com/wp-content/uploads/2019/08/Pan-Am-Boeing-377-Stratocruiser.jpg;https://silodrome.com/wp-content/uploads/2019/08/Pan-Am-Boeing-377-Stratocruiser.jpg;Ben Branch;PA_PAA;Wahr;2025-05-08;;FALSCH;;Panam;9
PA013;Dragon Wings;PA;Pan Am;Pan Am;BOE-707-320;Boeing 707-320;N412PA;;;N:Clipper Empress of the Skies;Clipper Empress of the Skies;;;;;Ebay arturkat;;26,49;34,11;;U:https://jjpostcards.com/de/ansichtskarten/3036-pan-american-b707.html;;https://jjpostcards.com/de/ansichtskarten/3036-pan-american-b707.html;1,35;https://abpic.co.uk/pictures/view/1646675;https://abpic.co.uk/pictures/view/1646675;;;PA_PAA;Wahr;2025-07-09;;FALSCH;;Panam;10
PA014;Aeroclassics;PA;Pan Am;Pan Am;BOE-720;Boeing 720;N783PA;;;N:Clipper Bonita;Clipper Bonita;;;;;Ebay waffle-collectibles;;31,8;35,54;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/8633-pan-american-b720.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/8633-pan-american-b720.html;0,85;https://www.jetphotos.com/photo/5975740;https://www.jetphotos.com/photo/5975740;https://cdn.jetphotos.com/full/2/37509_1178750176.jpg;Polaneczky Bob;PA_PAA;Wahr;2025-07-15;;FALSCH;;Panam;11
PA004;Dragon Wings;PA;Pan Am;Pan Am;BOE-727-200;Boeing 727-200;N365PA;;;N:Clipper Portsmouth;Clipper Portsmouth;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-727-200-pan-am-n365pa-dragon-wings-55150-1400/;44,5;2,1;;U:https://jjpostcards.com/de/ansichtskarten/17786-pan-am-19968-b727.html;;https://jjpostcards.com/de/ansichtskarten/17786-pan-am-19968-b727.html;1,85;https://www.jetphotos.com/photo/9587;https://www.jetphotos.com/photo/9587;https://cdn.jetphotos.com/full/1/47708_1039759209.jpg;Scott Hoggard;PA_PAA;Wahr;2025-05-14;;FALSCH;;Panam;12
PA007;Gemini Jets;PA;Pan Am;Pan Am;BOE-737-200;Boeing 737-200;N67AF;;;N:Clipper Tempelhof;Clipper Tempelhof;;;;;Kleinanzeigen Hellmann;;35;5;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/37148-Pan-American-B737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/37148-Pan-American-B737.html;1,35;https://www.planespotters.net/photo/1153892/n67af-pan-am-boeing-737-222;https://www.planespotters.net/photo/1153892/n67af-pan-am-boeing-737-222;https://cdn.plnspttrs.net/30886/n67af-pan-am-boeing-737-222_PlanespottersNet_1153892_f9d90a505f_o.jpg;Dirk Grothe;PA_PAA;Wahr;2025-06-10;;FALSCH;;Panam;13
PA002;Dragon Wings;PA;Pan Am;Pan Am;BOE-737-400;Boeing 737-400;N406KW;;;N:Clipper Splendid;Clipper Splendid;;;;;Kleinanzeigen Michael;;22;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/18164-pan-am-19968-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/18164-pan-am-19968-b737.html;0,85;https://www.planespotters.net/photo/896241/n406kw-pan-am-boeing-737-4q8;https://www.planespotters.net/photo/896241/n406kw-pan-am-boeing-737-4q8;https://cdn.plnspttrs.net/03582/n406kw-pan-am-boeing-737-4q8_PlanespottersNet_896241_5c6ae95149_o.jpg;Bruno Geiger;PA_PAA;Wahr;;;FALSCH;;Panam;14
PA012;Radscale Models;PA;Pan Am;Pan Am;BOE-747-100;Boeing 747-100;N4704U;;;N:Clipper Belle of the Sea;Clipper Belle of the Sea;;;;;Ebay 360models;https://www.ebay.de/itm/267293388934?autorefresh=true;42;0;;;;;;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Boeing-747-122/7816273/L;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Boeing-747-122/7816273/L;https://imgproc.airliners.net/photos/airliners/3/7/2/7816273.jpg?v=v49d39d88a53;Anders Nilsson;PA_PAA;Wahr;2025-06-26;;FALSCH;;Panam;15
PA021;Dragon Wings;PA;Pan Am;Pan Am;BOE-747-100;Boeing 747-100;N736PA;;;N:Clipper Victor;Clipper Victor;;;;;Kleinanzeigen.de Zolldenstein;https://www.kleinanzeigen.de/s-anzeige/grosse-sammlung-an-1-400-flugzeugmetallmodellen-abzugeben/3401381031-234-7939;20;6,15;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/37979-Pan-American-B747.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/37979-Pan-American-B747.html;1,35;https://www.airhistory.net/photo/30964/N736PA;https://www.airhistory.net/photo/30964/N736PA;;;PA_PAA;Wahr;2026-05-28;;FALSCH;;Panam;16
WIS-PA-17;Gemini Jets;PA;Pan Am;Pan Am;BOE-747-100SF;Boeing 747-123 Special Freighter;N901PA;;;N:Clipper Carrier Dove | I:Pan Am Cargo;Clipper Carrier Dove;;Pan Am Cargo;;;;;25;;;U:https://jjpostcards.com/de/ansichtskarten/9729-pan-american-cargo-b747.html;;https://jjpostcards.com/de/ansichtskarten/9729-pan-american-cargo-b747.html;1,85;https://www.airhistory.net/photo/529064/N901PA;https://www.airhistory.net/photo/529064/N901PA;;;PA_PAA;Falsch;;;WAHR;1;Panam;17
WIS-PA-18;Witty Wings;PA;Pan Am;Pan Am;BOE-747-200;Boeing 747-200;N733PA;;;N:Clipper Pride of the Sea;Clipper Pride of the Sea;;;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-747-200-pan-am-clipper-pride-of-the-sea-n733pa-apollo-witty-wings-a13005-1400/;59,5;;;I:andere Livery, andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40512-Pan-American-B747.html;andere Livery, andere Kennung;https://jjpostcards.com/de/ansichtskarten/40512-Pan-American-B747.html;1,35;;;;;PA_PAA;Falsch;;;WAHR;2;Panam;18
PA001;JC Wings;PA;Pan Am;Pan Am;BOE-747-SP;Boeing 747SP;N533PA;;;N:Clipper Young America;Clipper Young America;;;;;https://www.modelyletadel.cz/en/;https://www.modelyletadel.cz/en/;47,57;8,6;;U:https://jjpostcards.com/de/ansichtskarten/34064-Pan-American-B747SP.html;;https://jjpostcards.com/de/ansichtskarten/34064-Pan-American-B747SP.html;1,35;https://www.airhistory.net/photo/516777/N529PA;https://www.airhistory.net/photo/516777/N529PA;;;PA_PAA;Wahr;;;FALSCH;;Panam;19
PA016;Aeroclassics;PA;Pan Am;Pan Am;CON-CV240;Convair CV-240 Convairliner;N90671;;;;;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/376412002783;82,94;26,97;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/13542-pan-american-cv-240.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/13542-pan-american-cv-240.html;1,05;https://www.airliners.net/photo/Pan-American-World-Airways-PAA/Convair-240-2/961390/L;https://www.airliners.net/photo/Pan-American-World-Airways-PAA/Convair-240-2/961390/L;https://imgproc.airliners.net/photos/airliners/0/9/3/0961390.jpg?v=v40;Craig Oliver;PA_PAA;Wahr;2025-08-05;;FALSCH;;Panam;21
PA017;Aeroclassics;PA;Pan Am;Pan Am;CUR-C46;Curtiss-Wright C-46 Commando;N67980;;;I:andere Kennung bei Foto;;;andere Kennung bei Foto;;;MW-Moba;https://mw-moba.de/Produkt/curtiss-c-46-commando-pan-american-world-airways-n67980-aeroclassics-1400/;64,5;5,27;;;;;;https://www.floridamemory.com/fpc/reference/rc08957a.jpg;https://www.floridamemory.com/fpc/reference/rc08957a.jpg;https://www.floridamemory.com/fpc/reference/rc08957a.jpg;;PA_PAA;Wahr;2025-08-08;;FALSCH;;Panam;22
WIS-PA-25;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC3;Douglas DC-3;N19912;;;M:ohne Originalbox;;;;ohne Originalbox;;Ebay rawelt0;https://www.ebay.de/itm/147186605816;49;;;U:https://jjpostcards.com/de/ansichtskarten/3637-pan-american-dc-3.html;;https://jjpostcards.com/de/ansichtskarten/3637-pan-american-dc-3.html;0,85;https://www.airhistory.net/photo/353491/N19912;https://www.airhistory.net/photo/353491/N19912;;;PA_PAA;Falsch;;;WAHR;1;Panam;25
PA009;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;N88886;;;N:Clipper Mandarin;Clipper Mandarin;;;;;Ebay aeromini1;https://www.ebay.de/itm/197417277964;54,19;17,86;;U:https://jjpostcards.com/de/ansichtskarten/13755-pan-american-dc-4.html;;https://jjpostcards.com/de/ansichtskarten/13755-pan-american-dc-4.html;1,35;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Douglas-C-54E-Skymaster-DC-4/1212785/L;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Douglas-C-54E-Skymaster-DC-4/1212785/L;https://imgproc.airliners.net/photos/airliners/5/8/7/1212785.jpg?v=v40;Ralf Manteufel;PA_PAA;Wahr;2025-07-04;;FALSCH;;Panam;26
PA010;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC4;Douglas DC-4;N88934;;;N:Clipper Pride of American;Clipper Pride of American;;;;;Ebay aeromini1;https://www.ebay.de/itm/197417277964;54,19;17,85;;;;;;;;;;PA_PAA;Wahr;2025-07-04;;FALSCH;;Panam;27
WIS-PA-28;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC6;Douglas DC-6B;N6530C;;;N:Clipper Pathfinder;Clipper Pathfinder;;;;;Ebay rawelt0;https://www.ebay.de/itm/147181140579;46;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/25906-pan-american-dc-6.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/25906-pan-american-dc-6.html;1,35;https://www.airliners.net/photo/Pan-American-World-Airways-PAA/Douglas-DC-6B/25039;https://www.airliners.net/photo/Pan-American-World-Airways-PAA/Douglas-DC-6B/25039;https://imgproc.airliners.net/photos/airliners/9/3/0/0025039.jpg?v=v40;Flemming K. Fogh;PA_PAA;Falsch;;;WAHR;1;Panam;28
WIS-PA-29;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC7-C;Douglas DC-7C;N744PA;;;N:Clipper Pacific Trader;Clipper Pacific Trader;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297428566384?itmmeta=01JYE5Y7Y50AD3DE6Y78068D4X&hash=item45401fc170:g:js0AAOSwbORoVuvE;30,95;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27645-pan-american-dc-7.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27645-pan-american-dc-7.html;1,35;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Douglas-DC-7C-Seven-Seas/310204/L;https://www.airliners.net/photo/Pan-American-World-Airways-Pan-Am/Douglas-DC-7C-Seven-Seas/310204/L;https://imgproc.airliners.net/photos/airliners/4/0/2/0310204.jpg?v=v40;Ray Massey;PA_PAA;Falsch;;;WAHR;1;Panam;29
PA011;Aeroclassics;PA;Pan Am;Pan Am;DOU-DC8-62;Douglas DC-8-62;N1803;;;N:Clipper Golden Light;Clipper Golden Light;;;;;Ebay BUCHair USA;https://order.ebay.de/ord/show?orderId=04-13231-92834&ssPageName=STRK:MESO:VPS&_trksid=p4429486.m2548.l2673;56,7;46,46;;;;;;https://www.jetphotos.com/photo/261236;https://www.jetphotos.com/photo/261236;https://cdn.jetphotos.com/full/1/55613_1081719394.jpg;George W. Hamlin;PA_PAA;Wahr;2025-07-07;;FALSCH;;Panam;31
PA015;Dragon Wings;PA;Pan Am;Pan Am;LOC-L049;Lockheed L-049 Constallation;NC88831;;;N:Clipper London;Clipper London;;;;;Alexmodels.cz;alexmodels.cz;32,29;21,18;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;1,35;https://aviadejavu.ru/Images6/HI/HI-35/49-3.jpg;https://aviadejavu.ru/Images6/HI/HI-35/49-3.jpg;https://aviadejavu.ru/Images6/HI/HI-35/49-3.jpg;;PA_PAA;Wahr;2025-07-21;;FALSCH;;Panam;32
WIS-PA-33;;PA;Pan Am;Pan Am;LOC-L749;Lockheed L-749;N86530;;;N:Clipper Monarch of the Skies;Clipper Monarch of the Skies;;;;;Ebay Waffle Collectibles;https://www.ebay.de/itm/306351788162?_skw=pan+am+1%3A400&itmmeta=01JY1MSPC7P00JYWMTJ2FD0ZPW&hash=item4753fd5082%3Ag%3ArtgAAOSwz9JoTW8s&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dprvmbRL6LUUfh0VKBy%2FrrjrEoM8NTt%2FuMr25%2FKvDJuhyq55XZgVQXiqgXrrZPAvktQ3NiZxpTrLHXXCAgmaDwzehjKoZLYceBIV90ys4c3Jn4gQTWGTEJvOsgoL%2BAvV4Xs%2BadlDVpsLZ9xpEwRNbjCAnK3mE1RrM2I7ikkGBfgYvRiD7D1qS%2Fn37rCGN7MJhuYnWE7BEpsedI5SFUnD3wrgW95v%2FvKi%2BVvbiLXlr%2FHXM8mYjostbMTu1ewjKzo18hOAZENGJfJ%2B8gciH%2FAkKGiK35OjXCrc2dwmfUWwjhSg%3D%3D%7Ctkp%3ABk9SR7Tm5rTwZQ&LH_Auction=1&autorefresh=true;70;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40691-Pan-Am-Constellation-CSA-DC-2.html;1,35;;;;;PA_PAA;Falsch;;;WAHR;1;Panam;33
PA006;Dragon Wings;PA;Pan Am;Pan Am;LOC-L1011-500;Lockheed L-1011 TriStar 500;N514PA;;;N:Clipper White Falcon;Clipper White Falcon;;;;;MW-MOBA;https://mw-moba.de/Produkt/lockheed-l-1011-385-3-pan-am-n514pa-dragon-wings-55142-1400/;34,5;3,69;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42589-pan-american-tristar.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42589-pan-american-tristar.html;1,35;https://www.planepictures.net/v3/show_en.php?id=276508;https://www.planepictures.net/v3/show_en.php?id=276508;;;PA_PAA;Wahr;2025-05-22;;FALSCH;;Panam;34
PA005;Daron;PA;Pan Am;Pan Am;MCD-DC10-10;McDonnell Douglas DC-10-10;N61NA;;;N:Clipper Evening Star;Clipper Evening Star;;;;;Wingsmo;https://www.wingsmo.com/neu-bei-wingsmo/postage-stamp/29443/postage-stamp-pan-am-mcdonnell-douglas-dc-10-1-400-ps5820-5?c=0;28,3;6,69;;U:https://jjpostcards.com/de/ansichtskarten/25759-pan-american-dc-10.html;;https://jjpostcards.com/de/ansichtskarten/25759-pan-american-dc-10.html;1,35;https://www.airhistory.net/photo/19672/N61NA;https://www.airhistory.net/photo/19672/N61NA;;;PA_PAA;Wahr;2025-05-22;;FALSCH;;Panam;35
PA019;Apollo;PA;Pan Am;Pan Am;MCD-DC10-30;McDonnell Douglas DC-10-30;N83NA;;;N:Clipper Celstial Empire;Clipper Celstial Empire;;;;;MW-Moba;https://mw-moba.de/Produkt/douglas-dc-10-30-pan-am-n83na-apollo-a13038-1400/;41,04;1,73;Sammelrg.;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/44472-pan-american-dc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/44472-pan-american-dc-10.html;1,35;https://abpic.co.uk/pictures/view/1106191;https://abpic.co.uk/pictures/view/1106191;;;PA_PAA;Wahr;2026-01-15;;FALSCH;;Panam;36
WIS-PA-37;Dragon Wings;PA;Pan Am;Pan Am;SUD-Concorde;Sud Aviation/BAC Concorde;x;;;;;;;;;Ebay lampman940;https://www.ebay.de/itm/167878535816?itmmeta=01K8J7C8G6PEFW6B9PYMCTMNF1&hash=item2716572a88:g:P~cAAeSw-XRo-ZUf;;;;;;;;;;;;PA_PAA;Falsch;;;WAHR;2;Panam;37
SK006;Aeroclassics;SK;SAS;SAS;AIB-A319;Airbus A319-100;OY-KBO;;;N:Christian Valdemar Viking;Christian Valdemar Viking;;;;;Ebay krysset_4;https://www.ebay.de/itm/326941696329;38,47;12,27;;U:https://jjpostcards.com/de/ansichtskarten/4501-sas-a319.html;;https://jjpostcards.com/de/ansichtskarten/4501-sas-a319.html;1,05;https://www.planespotters.net/photo/1780713/oy-kbo-sas-scandinavian-airlines-airbus-a319-132;https://www.planespotters.net/photo/1780713/oy-kbo-sas-scandinavian-airlines-airbus-a319-132;https://cdn.plnspttrs.net/33119/oy-kbo-sas-scandinavian-airlines-airbus-a319-132_PlanespottersNet_1780713_6fcc0c2c94_o.jpg;Mehrad Watson;SK_SAS;Wahr;2026-01-23;;FALSCH;;SAS;6
SK002;JC Wings;SK;SAS;SAS;AIB-A320-200;Airbus A320-200;OY-KAR;;;N:Vermund Viking;Vermund Viking;;;;;Aviation Center Berlin;https://www.aviation-center-berlin.de/p/JC40249;47,34;14,06;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27072-sas-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27072-sas-a320.html;0,85;https://www.planespotters.net/photo/869467/oy-kar-sas-scandinavian-airlines-airbus-a320-232;https://www.planespotters.net/photo/869467/oy-kar-sas-scandinavian-airlines-airbus-a320-232;https://cdn.plnspttrs.net/20658/oy-kar-sas-scandinavian-airlines-airbus-a320-232_PlanespottersNet_869467_b67bfe014e_o.jpg;Severin Hackenberger;SK_SAS;Wahr;2025-07-22;;FALSCH;;SAS;7
WIS-SK-8;;SK;SAS;;AIB-A320-neo;Airbus A320neo;;;;;;;;;;;;;;x;;;;;;;;;;Falsch;;;WAHR;2;SAS;8
SK008;Dragon Wings;SK;SAS;SAS;AIB-A330-300;Airbus A330-300;LN-RKH;;;N:Emund Viking;Emund Viking;;;;;Ebay bigbird1946;https://www.ebay.de/itm/336405864151;25,5;3,41;;U:https://jjpostcards.com/de/ansichtskarten/34783-SAS-A330.html;;https://jjpostcards.com/de/ansichtskarten/34783-SAS-A330.html;1,35;https://www.jetphotos.com/photo/7950061;https://www.jetphotos.com/photo/7950061;https://cdn.jetphotos.com/full/6/69845_1418838393.jpg;Kim Vanvik;SK_SAS;Wahr;2026-02-13;;FALSCH;;SAS;11
WIS-SK-15;JC Wings;SK;SAS;SAS;ATR72-600;ATR 72;OY-JZC;;;;;;;;;Skyshop Portugal;http://skyshop.store/index.php?route=product/product&path=203_184_179_199&product_id=7644&sort=p.price&order=ASC&limit=100;45,7;;Preorder;;;;;;;;;SK_SAS;Falsch;;;WAHR;1;SAS;15
WIS-SK-20;Herpa Wings;SK;SAS;SAS;BOE-737-600;Boeing 737-600;SE-DNM;;;N:Bernt Viking;Bernt Viking;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-600-sas-scandinavian-se-dnm-herpa-560306-1400/;24,5;;;;;;;;;;;SK_SAS;Falsch;;;WAHR;2;SAS;20
SK003;Gemini Jets;SK;SAS;SAS;BOE-737-700-WL;Boeing 737-700 (Winglets);SE-RJX;;;N:Vagn Viking;Vagn Viking;;;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-737-700-sas-scandinavian-se-rjx-gemini-jets-gjsas1988-1400/;39,27;;;U:https://jjpostcards.com/de/ansichtskarten/41792-SAS-B737.html;;https://jjpostcards.com/de/ansichtskarten/41792-SAS-B737.html;1,35;https://www.planespotters.net/photo/1654130/se-rjx-sas-scandinavian-airlines-boeing-737-76n-wl;https://www.planespotters.net/photo/1654130/se-rjx-sas-scandinavian-airlines-boeing-737-76n-wl;https://cdn.plnspttrs.net/32912/se-rjx-sas-scandinavian-airlines-boeing-737-76n-wl_PlanespottersNet_1654130_dd85039d01_o.jpg;Richard Toft;SK_SAS;Wahr;2025-05-14;;FALSCH;;SAS;21
SK001;Gemini Jets;SK;SAS;SAS;BOM-CRJ900;Bombardier CRJ-900;ES-ACG;;;N:Dvalin Viking;Dvalin Viking;;;;;Ebay;;73,21;;x;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/40732-SAS-CRJ-900.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/40732-SAS-CRJ-900.html;0,85;https://www.planespotters.net/photo/1608963/es-acg-sas-scandinavian-airlines-bombardier-crj-900lr-cl-600-2d24;https://www.planespotters.net/photo/1608963/es-acg-sas-scandinavian-airlines-bombardier-crj-900lr-cl-600-2d24;https://cdn.plnspttrs.net/38887/es-acg-sas-scandinavian-airlines-bombardier-crj-900lr-cl-600-2d24_PlanespottersNet_1608963_97abe29be6_o.jpg;Matteo Lamberts;SK_SAS;Wahr;;;FALSCH;;SAS;29
WIS-SK-34;Witty Wings;SK;SAS;SAS;CON-CV990;Convair CV-990 Coronado;SE-DAZ;;;N:Ring Viking;Ring Viking;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297706519154?_skw=1%2F400&itmmeta=01K8TKQVTF0TY9F03N800XEPWF&hash=item4550b0fa72%3Ag%3AhvQAAeSw9K5o-mRx&LH_Auction=1;;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/29567-sas-cv-990.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/29567-sas-cv-990.html;1,35;https://www.airhistory.net/photo/114742/SE-DAZ;https://www.airhistory.net/photo/114742/SE-DAZ;;;SK_SAS;Falsch;;;WAHR;2;SAS;34
WIS-SK-35;;SK;SAS;;DHC-DHC6;De Havilland Canada DHC-6-300 Twin Otter;;;;;;;;;;;;;;;;;;;;;;;;Falsch;;;WAHR;1;SAS;35
SK007;Aeroclassics;SK;SAS;SAS;DOU-DC8-50;Douglas DC-8-55;LN-MOH;;;N:Harald Viking;Harald Viking;;;;;Kleinanzeigen Micha;https://www.kleinanzeigen.de/s-anzeige/flugzeugmodell-sas-scandinavian-dc-8-aeroclassics-1-400/3245823809-234-9047;33,66;4,41;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/27816-sas-dc-8.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/27816-sas-dc-8.html;2,5;https://image.airport-data.com/aircraft/954767.jpg;https://image.airport-data.com/aircraft/954767.jpg;https://image.airport-data.com/aircraft/954767.jpg;Erik Oxtorp;SK_SAS;Wahr;2026-01-27;;FALSCH;;SAS;38
