model_id;manufacturer;airline_code;airline;airline_row;aircraft_id;aircraft_type;registration;livery;parent_livery;Zusatzinfo;aircraft_name;livery_note;extra_info;model_extra;special_note;Shop;Shop_url;Preis;Versandkosten;Eigenfluege;postcards_raw;postkarte_info;postkarte_url;Preis_Postkarte;Foto;Photo_Source_Url;Photo_Image_Url;Photo_Credit;logo_id;vorhanden;angekommen;bestellt_am;Wunsch;Wunsch_Prio;source_sheet;source_row
LH006;JC Wings;LH;Lufthansa;Lufthansa;AIB-A350-900;Airbus A350-900;D-AIVD;;;L:CleanTechFlyer;;CleanTechFlyer;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;39,5;3,25;;;;;;https://www.planespotters.net/photo/1278652/d-aivd-lufthansa-airbus-a350-941;https://www.planespotters.net/photo/1278652/d-aivd-lufthansa-airbus-a350-941;https://cdn.plnspttrs.net/40012/d-aivd-lufthansa-airbus-a350-941_PlanespottersNet_1278652_6e823a8956_o.jpg;Sierra Aviation Photography;LH_DLH;Wahr;;;FALSCH;;Lufthansa;23
ORD-LH-24;Phoenix;LH;Lufthansa;Lufthansa;AIB-A350-1000;Airbus A350-1000;D-AIFA;;;"L:Sonderlackierung ""100 Jahre Lufthansa"" | I:derzeit in Produktion";;"Sonderlackierung ""100 Jahre Lufthansa""";derzeit in Produktion;;;Aviationmegastore;https://www.aviationmegastore.com/de/modelle/airbus-a350-1000-lufthansa-100-years-d-aifa-phoenix-models-04702-220288.html;54,5;1,63;;;;;;https://www.planespotters.net/photo/1913090/f-wzny-lufthansa-airbus-a350-1041;https://www.planespotters.net/photo/1913090/f-wzny-lufthansa-airbus-a350-1041;https://cdn.plnspttrs.net/08601/f-wzny-lufthansa-airbus-a350-1041_PlanespottersNet_1913090_b9f50d723d_o.jpg;Lowie Van Gorp;LH_DLH;Falsch;;2026-06-08;FALSCH;;Lufthansa;24
LH004;Herpa Wings;LH;Lufthansa;Lufthansa;AIB-A380-800;Airbus A380-800;D-AIMA;;;N:Frankfurt am Main;Frankfurt am Main;;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;24,5;3;;U:https://jjpostcards.com/de/ansichtskarten/30381-Lufthansa-A380.html;;https://jjpostcards.com/de/ansichtskarten/30381-Lufthansa-A380.html;1,35;https://www.planespotters.net/photo/797719/d-aima-lufthansa-airbus-a380-841;https://www.planespotters.net/photo/797719/d-aima-lufthansa-airbus-a380-841;https://cdn.plnspttrs.net/16701/d-aima-lufthansa-airbus-a380-841_PlanespottersNet_797719_06b6f38322_o.jpg;Wolfgang Kaiser;LH_DLH;Wahr;;;FALSCH;;Lufthansa;25
LH002;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-707-320;Boeing 707-330B;D-ABUC;;;N:Bremen;Bremen;;;;;Kleinanzeigen Cora Singer;;33;;;I:falsche Reg. | U:https://jjpostcards.com/de/ansichtskarten/16926-lufthansa-b707.html;falsche Reg.;https://jjpostcards.com/de/ansichtskarten/16926-lufthansa-b707.html;0,85;https://www.planespotters.net/photo/754353/d-abub-lufthansa-boeing-707-330b;https://www.planespotters.net/photo/754353/d-abub-lufthansa-boeing-707-330b;https://cdn.plnspttrs.net/20793/d-abub-lufthansa-boeing-707-330b_PlanespottersNet_754353_a96cc30717_o.jpg;Peter Scharkowski;LH_DLH;Wahr;;;FALSCH;;Lufthansa;26
LH024;Aeroclassics;LH;Lufthansa;Lufthansa;BOE-720;Boeing 720;D-ABOH;;;;;;;;;Ebay aerosmith102;https://www.ebay.de/itm/256347481240;41,96;17,21;;U:https://jjpostcards.com/de/ansichtskarten/25939-lufthansa-b720.html | P:0,85 || U:https://jjpostcards.com/de/ansichtskarten/41259-Lufthansa-B720.html | I:andere Kennung, aber in Farbe | P:1,35;;https://jjpostcards.com/de/ansichtskarten/25939-lufthansa-b720.html;3,2;https://www.airteamimages.com/boeing-720_d-abop_lufthansa_254936;https://www.airteamimages.com/boeing-720_d-abop_lufthansa_254936;https://d3trj3zqmkebtg.cloudfront.net/pics/254/254936_big.jpg;The Samba Collection;LH_DLH;Wahr;2025-10-24;;FALSCH;;Lufthansa;27
LH018;Aeroclassics;LH;Lufthansa;Lufthansa;BOE-727-100;Boeing 727-100;D-ABIB;;;N:Augsburg;Augsburg;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-727-100-lufthansa-d-abib-aeroclassics-1400/;39,5;3,23;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/25938-lufthansa-b727.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/25938-lufthansa-b727.html;0,85;https://www.airhistory.net/photo/198636/D-ABIB;https://www.airhistory.net/photo/198636/D-ABIB;;;LH_DLH;Wahr;2025-08-08;;FALSCH;;Lufthansa;28
LH032;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-727-200;Boeing 727-200;D-ABCI;;;N:Karlsruhe;Karlsruhe;;;;;Kleinanzeigen.de Zolldenstein;https://www.kleinanzeigen.de/s-anzeige/grosse-sammlung-an-1-400-flugzeugmetallmodellen-abzugeben/3401381031-234-7939;15;4,62;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/22503-lufthansa-b727.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/22503-lufthansa-b727.html;1,35;https://www.planespotters.net/photo/796089/d-abci-lufthansa-boeing-727-230-adv;https://www.planespotters.net/photo/796089/d-abci-lufthansa-boeing-727-230-adv;https://cdn.plnspttrs.net/25754/d-abci-lufthansa-boeing-727-230-adv_PlanespottersNet_796089_c6633e8d28_o.jpg;Demo Borstell;LH_DLH;Wahr;2026-05-28;;FALSCH;;Lufthansa;29
LH007;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-737-200;Boeing 737-200;D-ABHX;;;;;;;;;MW-MOBA;https://mw-moba.de/produkt-kategorie/1400/;39,5;3,25;;U:https://jjpostcards.com/de/ansichtskarten/42674-lufthansa-b737.html;;https://jjpostcards.com/de/ansichtskarten/42674-lufthansa-b737.html;1,35;https://www.jetphotos.com/photo/9958699;https://www.jetphotos.com/photo/9958699;https://cdn.jetphotos.com/full/5/60138_1606733774.jpg;Kurt Kolb;LH_DLH;Wahr;;;FALSCH;;Lufthansa;31
LH020;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-737-300;Boeing 737-300;D-ABEE;;;N:Ulm;Ulm;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-300-lufthansa-ulm-d-abee-gemini-jets-gjdlh1326-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/22222-lufthansa-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/22222-lufthansa-b737.html;1,35;https://www.planespotters.net/photo/684877/d-abee-lufthansa-boeing-737-330;https://www.planespotters.net/photo/684877/d-abee-lufthansa-boeing-737-330;https://cdn.plnspttrs.net/07205/d-abee-lufthansa-boeing-737-330_PlanespottersNet_684877_1026ff9040_o.jpg;Andreas Fietz;LH_DLH;Wahr;2025-08-20;;FALSCH;;Lufthansa;32
LH015;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-737-400;Boeing 737-400;D-ABKB;;;N:Tegernsee;Tegernsee;;;;;Kleinanzeigen Josef Voß;;15;2,21;;U:https://jjpostcards.com/de/ansichtskarten/3582-lufthansa-b737.html;;https://jjpostcards.com/de/ansichtskarten/3582-lufthansa-b737.html;1,35;https://www.airhistory.net/photo/477289/D-ABKB;https://www.airhistory.net/photo/477289/D-ABKB;;;LH_DLH;Wahr;2025-06-23;;FALSCH;;Lufthansa;33
LH021;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-737-500;Boeing 737-500;D-ABIR;;;N:Anklam;Anklam;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-737-500-lufthansa-anklam-d-abir-gemini-jets-gjdlh1327-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/21485-lufthansa-b737.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/21485-lufthansa-b737.html;0,85;https://www.planespotters.net/photo/1100966/d-abir-lufthansa-boeing-737-530;https://www.planespotters.net/photo/1100966/d-abir-lufthansa-boeing-737-530;https://cdn.plnspttrs.net/20846/d-abir-lufthansa-boeing-737-530_PlanespottersNet_1100966_955e07c84c_o.jpg;Steffen Müller;LH_DLH;Wahr;2025-08-20;;FALSCH;;Lufthansa;34
LH027;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-747-100;Boeing 747-100;D-ABYA;;;N:Nordrhein Westfalen;Nordrhein Westfalen;;;;;Ebay leonzinn0;https://www.ebay.de/itm/376633905001;30;15;;U:https://jjpostcards.com/de/ansichtskarten/27748-stuttgart-luftaufnahme.html;;https://jjpostcards.com/de/ansichtskarten/27748-stuttgart-luftaufnahme.html;1,85;https://www.planespotters.net/photo/764943/d-abya-lufthansa-boeing-747-130;https://www.planespotters.net/photo/764943/d-abya-lufthansa-boeing-747-130;https://cdn.plnspttrs.net/28366/d-abya-lufthansa-boeing-747-130_PlanespottersNet_764943_c4ef07b5ca_o.jpg;Peter Scharkowski;LH_DLH;Wahr;2025-11-13;;FALSCH;;Lufthansa;35
WIS-LH-36;Phoenix;LH;Lufthansa;Lufthansa;BOE-747-200;Boeing 747-200;D-ABZD;;;I:polished;;;polished;;;MW-MOBA;https://mw-moba.de/Produkt/boeing-747-230b-lufthansa-d-abzd-phoenix-04549-1400/;44,5;;;U:https://jjpostcards.com/de/ansichtskarten/256-lufthansa-b747.html;;https://jjpostcards.com/de/ansichtskarten/256-lufthansa-b747.html;0,85;https://www.planespotters.net/photo/390134/d-abzd-lufthansa-boeing-747-230b;https://www.planespotters.net/photo/390134/d-abzd-lufthansa-boeing-747-230b;https://cdn.plnspttrs.net/40131/d-abzd-lufthansa-boeing-747-230b_PlanespottersNet_390134_8ec5923912_o.jpg;Kristiana Jayne Taylor;LH_DLH;Falsch;;;WAHR;3;Lufthansa;36
LH029;Dragon Wings;LH;Lufthansa;Lufthansa;BOE-747-200F;Boeing 747-200F;D-ABZF;;;I:Lufthansa Cargo | N:Africa;Africa;;Lufthansa Cargo;;;MW-Moba;https://mw-moba.de/Produkt/boeing-747-200f-lufthansa-cargo-africa-d-abzf-dragon-55075-1400/;20;0,44;;U:https://jjpostcards.com/de/ansichtskarten/24816-lufthansa-cargo-b747.html;;https://jjpostcards.com/de/ansichtskarten/24816-lufthansa-cargo-b747.html;1,05;https://www.jetphotos.com/photo/10539124;https://www.jetphotos.com/photo/10539124;https://cdn.jetphotos.com/full/6/71939_1648740497.jpg;Bernd Oberschelp;LH_DLH;Wahr;2025-12-06;;FALSCH;;Lufthansa;37
LH010;Herpa Wings;LH;Lufthansa;Lufthansa;BOE-747-400;Boeing 747-400;D-ABVW;;;N:Berlin;Berlin;;;;;Kleinanzeigen Josef Voß;;17;5;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/3571-lufthansa-b747.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/3571-lufthansa-b747.html;1,35;https://www.jetphotos.com/photo/11667623;https://www.jetphotos.com/photo/11667623;https://cdn.jetphotos.com/full/6/918706_1742239600.jpg;Konrad Nolberski;LH_DLH;Wahr;;;FALSCH;;Lufthansa;38
LH003;NG Models;LH;Lufthansa;Lufthansa;BOE-747-8;Boeing 747-8;D-ABYT;;;I:retro;;;retro;;;Kleinanzeigen Rafael Feijs;;75,4;;;U:https://jjpostcards.com/de/ansichtskarten/34173-Lufthansa-B747.html;;https://jjpostcards.com/de/ansichtskarten/34173-Lufthansa-B747.html;1,05;https://www.planespotters.net/photo/1632410/d-abyt-lufthansa-boeing-747-830;https://www.planespotters.net/photo/1632410/d-abyt-lufthansa-boeing-747-830;https://cdn.plnspttrs.net/07720/d-abyt-lufthansa-boeing-747-830_PlanespottersNet_1632410_9419860561_o.jpg;Sierra Aviation Photography;LH_DLH;Wahr;;;FALSCH;;Lufthansa;39
WIS-LH-41;Gemini Jets;LH;Lufthansa;Lufthansa;BOE-787-9;Boeing 787-9 Dreamliner;D-ABPA;;;N:Berlin;Berlin;;;;;MW-Moba;https://mw-moba.de/Produkt/boeing-787-9-lufthansa-d-abpa-gemini-jets-gjdlh2046-1400/;37,5;;;;;;;https://www.planespotters.net/photo/1400092/d-abpa-lufthansa-boeing-787-9-dreamliner;https://www.planespotters.net/photo/1400092/d-abpa-lufthansa-boeing-787-9-dreamliner;https://cdn.plnspttrs.net/31121/d-abpa-lufthansa-boeing-787-9-dreamliner_PlanespottersNet_1400092_1a210c4570_o.jpg;Daniel Apfel;LH_DLH;Falsch;;;WAHR;2;Lufthansa;41
LH022;JC Wings;LH;Lufthansa;Lufthansa;BOM-CRJ200;Bombardier CRJ-200;D-ACJH;;;N:Little Europe;Little Europe;;;;;MW-Moba;https://mw-moba.de/Produkt/bombardier-crj-200-lufthansa-d-acjh-jc-wings-jc4038-1400/;44,5;1,16;;I:andere Kennung, Typ 100 | U:https://jjpostcards.com/de/ansichtskarten/17572-lufthansa-city-line-crj-100.html;andere Kennung, Typ 100;https://jjpostcards.com/de/ansichtskarten/17572-lufthansa-city-line-crj-100.html;1,85;https://www.planespotters.net/photo/094375/d-acjh-lufthansa-bombardier-crj-200lr-cl-600-2b19;https://www.planespotters.net/photo/094375/d-acjh-lufthansa-bombardier-crj-200lr-cl-600-2b19;https://cdn.plnspttrs.net/14885/d-acjh-lufthansa-bombardier-crj-200lr-cl-600-2b19_PlanespottersNet_094375_fbc8fd828b_o.jpg;Andreas Traxler;LH_DLH;Wahr;2025-08-20;;FALSCH;;Lufthansa;43
LH023;Gemini Jets;LH;Lufthansa;Lufthansa CityLine;BOM-CRJ900;Bombardier CRJ-900;D-ACND;;;I:Lufthansa City Line | N:Meersburg;Meersburg;;Lufthansa City Line;;;MW-Moba;https://mw-moba.de/Produkt/bombardier-crj900-lufthansa-cityline-d-acnd-gemini-jets-gjclh2021-1400/;39,5;1,03;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/42271-lufthansa-city-line-crj-900.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/42271-lufthansa-city-line-crj-900.html;1,35;https://www.planespotters.net/photo/1754960/d-acnd-lufthansa-bombardier-crj-900lr-cl-600-2d24;https://www.planespotters.net/photo/1754960/d-acnd-lufthansa-bombardier-crj-900lr-cl-600-2d24;https://cdn.plnspttrs.net/24419/d-acnd-lufthansa-bombardier-crj-900lr-cl-600-2d24_PlanespottersNet_1754960_15631381b1_o.jpg;Björn Huke;CL_CLH;Wahr;2025-08-20;;FALSCH;;Lufthansa;45
WIS-LH-47;;LH;Lufthansa;Lufthansa;CON-CV340;Convair CV-340-80;D-ACUM;;;N:Metropolitan;Metropolitan;;;;;Ebay aerosmith102;;73,69;;;I:ohne Kennung | U:https://jjpostcards.com/de/ansichtskarten/15740-lufthansa-cv-440.html;ohne Kennung;https://jjpostcards.com/de/ansichtskarten/15740-lufthansa-cv-440.html;0,85;https://www.planespotters.net/photo/782480/d-acum-lufthansa-convair-cv-340-80;https://www.planespotters.net/photo/782480/d-acum-lufthansa-convair-cv-340-80;https://cdn.plnspttrs.net/40254/d-acum-lufthansa-convair-cv-340-80_PlanespottersNet_782480_7afaa40953_o.jpg;Peter Scharkowski;LH_DLH;Falsch;;;WAHR;1;Lufthansa;47
ORD-LH-48;3D Design Deck;LH;Lufthansa;Lufthansa CityLine;DHC-DHC8-100;De Havilland Canada DHC-8-100;D-BERT;;;I:Lufthansa City Line | I:betrieben durch Contact Air Interregional;;;Lufthansa City Line | betrieben durch Contact Air Interregional;;;Aviationmegastore;https://www.aviationmegastore.com/de/modelle/de-havilland-dash-8-q100-lufthansa-cityline-d-bert-3d-design-deck-3dd0164-219617.html;39,62;1,19;;U:https://jjpostcards.com/de/ansichtskarten/15686-lufthansa-city-line-dhc-8.html;;https://jjpostcards.com/de/ansichtskarten/15686-lufthansa-city-line-dhc-8.html;0,85;https://www.jetphotos.com/photo/6006230;https://www.jetphotos.com/photo/6006230;https://cdn.jetphotos.com/full/2/31943_1182813832.jpg;Beppe;CL_CLH;Falsch;;2026-06-10;FALSCH;;Lufthansa;48
LH031;JC Wings;LH;Lufthansa;Lufthansa Regional;EMB-E190;Embraer ERJ-190;D-AECD;;;I:Lufthansa Regional | N:Schkeuditz;Schkeuditz;;Lufthansa Regional;;;Ebay Models Shop;https://www.ebay.de/itm/336326426320;37,66;10,69;;;;;;https://www.planespotters.net/photo/1429784/d-aecd-lufthansa-embraer-erj-190lr-erj-190-100-lr;https://www.planespotters.net/photo/1429784/d-aecd-lufthansa-embraer-erj-190lr-erj-190-100-lr;https://cdn.plnspttrs.net/23069/d-aecd-lufthansa-embraer-erj-190lr-erj-190-100-lr_PlanespottersNet_1429784_f3b01e347a_o.jpg;Hannes Stender;LH_REG;Wahr;2026-01-28;;FALSCH;;Lufthansa;51
LH008;Aeroclassics;LH;Lufthansa;Lufthansa;FOK-F27;Fokker F27-400 Friendship;D-BARI;;;;;;;;;https://www.modelyletadel.cz/en/;https://www.modelyletadel.cz/en/;51,53;9,31;;U:https://jjpostcards.com/de/ansichtskarten/5743-lufthansa-f27.html;;https://jjpostcards.com/de/ansichtskarten/5743-lufthansa-f27.html;0,85;https://www.planespotters.net/photo/1084025/d-bari-lufthansa-fokker-f27-400-friendship;https://www.planespotters.net/photo/1084025/d-bari-lufthansa-fokker-f27-400-friendship;https://cdn.plnspttrs.net/22431/d-bari-lufthansa-fokker-f27-400-friendship_PlanespottersNet_1084025_3190c3de56_o.jpg;Peter Scharkowski;LH_DLH;Wahr;;;FALSCH;;Lufthansa;54
LH012;JC Wings;LH;Lufthansa;Team Lufthansa;FOK-F50;Fokker 50;D-AFFZ;;;I:Team Lufthansa;;;Team Lufthansa;;;Kleinanzeigen Dan Segal;;25;2,78;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/18079-contactairteam-lufthansa-fokker-50.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/18079-contactairteam-lufthansa-fokker-50.html;0,85;https://www.jetphotos.com/photo/10225836;https://www.jetphotos.com/photo/10225836;https://cdn.jetphotos.com/full/5/65312_1625507354.jpg;Milan Cibulka;LH_TEA;Wahr;2025-06-16;;FALSCH;;Lufthansa;55
LH017;Herpa Wings;LH;Lufthansa;Lufthansa;JUN-JU52-3M;Junkers Ju 52/3m;D-AQUI;;;N:Berlin-Tempelhof;Berlin-Tempelhof;;;;;Ebay Felindre Diecast;https://www.ebay.de/itm/297475926197;47,19;15,35;;U:https://jjpostcards.com/de/ansichtskarten/291-lufthansa-traditionsflug-ju-52.html;;https://jjpostcards.com/de/ansichtskarten/291-lufthansa-traditionsflug-ju-52.html;1,35;https://www.planespotters.net/photo/230024/d-aqui-lufthansa-traditionsflug-junkers-ju-52;https://www.planespotters.net/photo/230024/d-aqui-lufthansa-traditionsflug-junkers-ju-52;https://cdn.plnspttrs.net/16503/d-aqui-lufthansa-traditionsflug-junkers-ju-52_PlanespottersNet_230024_fe14633052_o.jpg;Steve Blechschmidt;LH_DLH;Wahr;2025-08-05;;FALSCH;;Lufthansa;57
LH005;Dragon Wings;LH;Lufthansa;Lufthansa;LOC-L1049;Lockheed L-1049G Super Constellation;D-ALEM;;;;;;;;;Kleinanzeigen Rudolf Zimmermann;;37;;;U:https://jjpostcards.com/de/ansichtskarten/27705-lufthansa-super-constellation.html;;https://jjpostcards.com/de/ansichtskarten/27705-lufthansa-super-constellation.html;1,35;https://www.planespotters.net/photo/760654/d-alem-lufthansa-lockheed-l-1049g-super-constellation;https://www.planespotters.net/photo/760654/d-alem-lufthansa-lockheed-l-1049g-super-constellation;https://cdn.plnspttrs.net/20029/d-alem-lufthansa-lockheed-l-1049g-super-constellation_PlanespottersNet_760654_3cb0095bad_o.jpg;Peter Scharkowski;LH_DLH;Wahr;;;FALSCH;;Lufthansa;58
LH016;Aeroclassics;LH;Lufthansa;Lufthansa;LOC-L1649;Lockheed L-1649A Starliner;D-ALUB;;;;;;;;;Ebay 4booksubid;;36,68;18,34;;U:https://jjpostcards.com/de/ansichtskarten/15766-lufthansa-starliner.html;;https://jjpostcards.com/de/ansichtskarten/15766-lufthansa-starliner.html;0,85;https://www.planepictures.net/v3/show.php?id=614533;https://www.planepictures.net/v3/show.php?id=614533;;;LH_DLH;Wahr;2025-07-14;;FALSCH;;Lufthansa;59
WIS-LH-60;Aeroclassics;LH;Lufthansa;Lufthansa;MCD-DC10-30;McDonnell Douglas DC-10-30;D-ADHO;;;;;;;;;;;;;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/281-lufthansa-dc-10.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/281-lufthansa-dc-10.html;0,85;https://www.planespotters.net/photo/253566/d-adho-lufthansa-mcdonnell-douglas-dc-10-30;https://www.planespotters.net/photo/253566/d-adho-lufthansa-mcdonnell-douglas-dc-10-30;https://cdn.plnspttrs.net/05528/d-adho-lufthansa-mcdonnell-douglas-dc-10-30_PlanespottersNet_253566_e48540b9a9_o.jpg;Rémi Dallot;LH_DLH;Falsch;;;WAHR;2;Lufthansa;60
LH030;Gemini Jets;LH;Lufthansa;Lufthansa Cargo;MCD-MD11F;McDonnell Douglas MD-11F;D-ALCN;;;I:Lufthansa Cargo;;;Lufthansa Cargo;;;MW-Moba;https://mw-moba.de/Produkt/mcdonnell-douglas-md-11f-lufthansa-cargo-d-alcn-gemini-jets-gjdlh1371-1400/;45,18;1,9;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/38056-Lufthansa-Cargo-MD-11.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/38056-Lufthansa-Cargo-MD-11.html;1,35;https://airplane-pictures.net/photo/1114340/d-alcn-lufthansa-cargo-mcdonnell-douglas-md-11f/;https://airplane-pictures.net/photo/1114340/d-alcn-lufthansa-cargo-mcdonnell-douglas-md-11f/;;;LH_GEC;Wahr;2026-01-15;;FALSCH;;Lufthansa;61
LH025;Aeroclassics;LH;Lufthansa;Lufthansa;VIC-Viscount-800;Vickers Viscount 814;D-ANUN;;;;;;;;;Ebay aerosmith102;https://www.ebay.de/itm/256605729195;41,96;17,21;;U:https://jjpostcards.com/de/ansichtskarten/25936-lufthansa-viscount.html;;https://jjpostcards.com/de/ansichtskarten/25936-lufthansa-viscount.html;0,85;https://www.airhistory.net/photo/702474/D-ANUN;https://www.airhistory.net/photo/702474/D-ANUN;;;LH_DLH;Wahr;2025-10-24;;FALSCH;;Lufthansa;62
LX003;Herpa Wings;LX;Swiss;Swiss;AIB-A220-100;Airbus A220-100;C-GWXZ;;;I:erste Ankunft einer Bombardier CS100 am ZRH;;;erste Ankunft einer Bombardier CS100 am ZRH;;;MW-MOBA;https://mw-moba.de/Produkt/bombardier-cs100-swiss-international-c-gwxz-herpa-562522-1400/;34,5;1,62;;U:https://jjpostcards.com/de/ansichtskarten/30726-Bombardier-Swiss-CS100.html;;https://jjpostcards.com/de/ansichtskarten/30726-Bombardier-Swiss-CS100.html;1,35;https://www.planespotters.net/photo/1702172/c-gwxz-bombardier-bombardier-cseries-cs100-bd-500-1a10;https://www.planespotters.net/photo/1702172/c-gwxz-bombardier-bombardier-cseries-cs100-bd-500-1a10;https://cdn.plnspttrs.net/00476/c-gwxz-bombardier-bombardier-cseries-cs100-bd-500-1a10_PlanespottersNet_1702172_f08bc270d8_o.jpg;Lukas Schmid;LX_SWR;Wahr;2025-05-14;;FALSCH;;Swiss;4
LX006;Herpa Wings;LX;Swiss;Swiss;AIB-A220-300;Airbus A220-300;HB-JCA;;;L:Fete de Vignerons;;Fete de Vignerons;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a220-300-swiss-international-fete-de-vignerons-hb-jca-herpa-562713-1400/;34,5;2,12;;U:https://jjpostcards.com/de/ansichtskarten/36119-Swiss-A220.html;;https://jjpostcards.com/de/ansichtskarten/36119-Swiss-A220.html;1,35;https://www.planespotters.net/photo/994127/hb-jca-swiss-bombardier-cseries-cs300-bd-500-1a11;https://www.planespotters.net/photo/994127/hb-jca-swiss-bombardier-cseries-cs300-bd-500-1a11;https://cdn.plnspttrs.net/19695/hb-jca-swiss-bombardier-cseries-cs300-bd-500-1a11_PlanespottersNet_994127_6361abb518_o.jpg;Vitor Carneiro;LX_SWR;Wahr;2025-10-08;;FALSCH;;Swiss;5
LX014;Herpa Wings;LX;Swiss;Swiss;AIB-A310-200;Airbus A310-200;HB-IPA;;;I:Swissair;;;Swissair;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a310-200-swissair-hb-ipa-herpa-560771-1400/;30;0,66;;U:https://jjpostcards.com/de/ansichtskarten/4839-swissair-a310.html;;https://jjpostcards.com/de/ansichtskarten/4839-swissair-a310.html;1,35;https://www.jetphotos.com/photo/10644669;https://www.jetphotos.com/photo/10644669;https://cdn.jetphotos.com/full/6/81583_1657388887.jpg;Kurt Kolb;LX_SWR;Wahr;2025-12-06;;FALSCH;;Swiss;6
LX005;Herpa Wings;LX;Swiss;Swiss;AIB-A320-200;Airbus A320-200;HB-IJM;;;L:Hop Suisse!;;Hop Suisse!;;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a320-swiss-international-air-lines-hop-suisse-hb-ijm-herpa-562027-1400/;19,5;0,51;;U:https://jjpostcards.com/de/ansichtskarten/38110-Swiss-A320.html;;https://jjpostcards.com/de/ansichtskarten/38110-Swiss-A320.html;1,35;https://www.planespotters.net/photo/435145/hb-ijm-swiss-airbus-a320-214;https://www.planespotters.net/photo/435145/hb-ijm-swiss-airbus-a320-214;https://cdn.plnspttrs.net/24013/hb-ijm-swiss-airbus-a320-214_PlanespottersNet_435145_aca06904b7_o.jpg;Markus Altmann;LX_SWR;Wahr;2025-08-20;;FALSCH;;Swiss;8
LX009;Witty Wings;LX;Swiss;Swiss;AIB-A320-200;Airbus A320-200;HB-IJD;;;;;;;;;Ebay philundines;https://www.ebay.de/itm/146906406759;15,5;1,97;;U:https://jjpostcards.com/de/ansichtskarten/22624-swiss-a320.html;;https://jjpostcards.com/de/ansichtskarten/22624-swiss-a320.html;0,85;https://www.planespotters.net/photo/170402/hb-ijd-swiss-airbus-a320-214;https://www.planespotters.net/photo/170402/hb-ijd-swiss-airbus-a320-214;https://cdn.plnspttrs.net/27167/hb-ijd-swiss-airbus-a320-214_PlanespottersNet_170402_f666ab3744_o.jpg;Glenn Azzopardi;LX_SWR;Wahr;2025-11-03;;FALSCH;;Swiss;9
LX012;Phoenix;LX;Swiss;Swiss;AIB-A320-neo;Airbus A320neo;HB-JDC;;;I:red nose | N:Pontresina;Pontresina;;red nose;;;MW-Moba;https://mw-moba.de/Produkt/airbus-a320neo-swiss-hb-jdc-phoenix-11784-1400/;39,5;0,97;;I:andere Kennung | U:https://jjpostcards.com/de/ansichtskarten/26621-swiss-a320.html;andere Kennung;https://jjpostcards.com/de/ansichtskarten/26621-swiss-a320.html;1,35;https://www.planespotters.net/photo/1358550/hb-jdc-swiss-airbus-a320-271n;https://www.planespotters.net/photo/1358550/hb-jdc-swiss-airbus-a320-271n;https://cdn.plnspttrs.net/15225/hb-jdc-swiss-airbus-a320-271n_PlanespottersNet_1358550_fb5e1d348c_o.jpg;Tom Reichert;LX_SWR;Wahr;2025-11-12;;FALSCH;;Swiss;11
